index,score,leq_mean,leq_var,leq_std,leq_max,leq_10,leq_25,leq_median,leq_75,leq_90,leq_10-leq_90,loudness_mean,loudness_var,loudness_std,loudness_max,loudness_10,loudness_25,loudness_median,loudness_75,loudness_90,loudness_10-loudness_90,roughness_mean,roughness_var,roughness_std,roughness_max,roughness_10,roughness_25,roughness_median,roughness_75,roughness_90,roughness_10-roughness_90,sharpness_mean,sharpness_var,sharpness_std,sharpness_max,sharpness_10,sharpness_25,sharpness_median,sharpness_75,sharpness_90,sharpness_10-sharpness_90,fluct_mean,fluct_var,fluct_std,fluct_max,fluct_10,fluct_25,fluct_median,fluct_75,fluct_90,fluct_10-fluct_90,tonality_mean,tonality_var,tonality_std,tonality_max,tonality_10,tonality_25,tonality_median,tonality_75,tonality_90,tonality_10-tonality_90
1,2.5,55.73223328,6.655476321,2.579935663,65.17723083,52.41318893,53.84829712,55.83679962,57.59335709,58.85823059,6.445041656,7.831392882,3.456025257,1.859700732,16.86000061,5.860500097,6.400000095,7.247000217,8.994000435,10.69200039,4.831500292,1.571958052,0.048928599,0.221199788,3.028728247,1.336321115,1.422899246,1.560640812,1.698259294,1.820411444,0.484090328,1.832861253,0.017972921,0.134110856,2.444944859,1.680299044,1.744787931,1.815830588,1.903819442,2.022323489,0.342024446,0.121221954,0.002115187,0.045997854,0.209157616,0.054575952,0.091772132,0.123620197,0.150746956,0.190496556,0.135920605,0.044188073,0.001731427,0.041625232,0.231919423,0,0,0.039641578,0.071142502,0.102402084,0.102402084
2,2.5,51.48705742,7.222835832,2.687652875,55.82583237,47.67463112,51.56452942,52.20540237,52.78129959,53.3186512,5.644020081,7.205300353,1.432264105,1.197198495,10.43099976,5.681499958,7.156000137,7.493000031,7.788000107,8.082000256,2.400500298,1.23322303,0.016799157,0.129612551,1.594625354,0.99890995,1.229958594,1.267020822,1.298003376,1.333139122,0.334229171,3.149101686,0.166747795,0.408493037,3.705299139,2.756368279,3.147664309,3.262202978,3.352477074,3.426446557,0.670078278,0.003707858,5.30E-05,0.007279283,0.053294327,0.001262346,0.001493953,0.001929242,0.002882176,0.005165167,0.003902821,0.03386283,0.001162009,0.034100395,0.158644438,0,0,0.030973697,0.058005944,0.081527717,0.081527717
3,2.5,56.56616622,0.419792172,0.647942508,59.10173798,55.76618195,56.08434296,56.49152756,57.0177536,57.46828079,1.702098846,10.65331745,0.263078346,0.513094264,13.5340004,10.04649973,10.2840004,10.61100006,10.9829998,11.31550026,1.26900053,1.592863849,0.005868402,0.076606083,1.821672797,1.522476256,1.553511858,1.592368364,1.633999527,1.668020487,0.145544231,3.235257865,0.028290778,0.168258515,3.768419981,3.045426726,3.128735781,3.220449448,3.341471434,3.46285224,0.417425513,0.004354653,8.89E-05,0.009431479,0.073406406,0.001673328,0.001937334,0.002470604,0.003076655,0.004135777,0.002462449,0.127691555,0.00107712,0.032831194,0.256203204,0.088362899,0.106171958,0.126439124,0.148457393,0.168794118,0.080431219
4,2.5,56.20586982,31.997218,5.656859792,69.8013916,49.15524673,50.57995224,55.75161743,60.91941833,64.01451492,14.85926819,9.911990742,14.337042,3.787776863,26.15999985,5.824499846,6.381999969,8.512999535,12.72200012,15.64000034,9.815500498,1.371286905,0.040016879,0.20004372,2.44583869,1.198095679,1.254193366,1.331092536,1.426231742,1.618875325,0.420779645,2.6823851,0.14251011,0.377639528,3.481250048,2.120913148,2.207496643,2.785190344,2.957009077,3.101729393,0.980816245,0.022943095,0.000242145,0.015563281,0.060173772,0.002038592,0.004657041,0.0224538,0.035546554,0.04408838,0.042049789,0.146297019,0.010145678,0.10076162,0.548786163,0.040721033,0.075615346,0.122194931,0.199665517,0.293414041,0.252693009
5,2.5,51.99082316,5.15460315,2.270476033,61.93386841,49.13683701,50.20231628,51.80779648,53.69678116,54.86427498,5.727437973,6.799630608,1.290718438,1.136502421,15.68799973,5.585500002,5.93900013,6.558000088,7.543000221,8.289000034,2.703500032,1.37463993,0.024309662,0.155916749,2.305524349,1.218222022,1.268645108,1.349442899,1.46723336,1.554065764,0.335843742,1.948616933,0.012785504,0.113113264,2.393342733,1.814368546,1.875613213,1.935972214,2.015330315,2.088398814,0.274030268,0.009293118,0.000100757,0.010039217,0.077104032,0.003346853,0.004458151,0.006561229,0.010575588,0.016110806,0.012763953,0.063889966,0.002686954,0.051854294,0.562304616,0,0.028721206,0.058621351,0.093967944,0.126623951,0.126623951
0,6.5,52.50734,1.39591,1.18155,61.75785,50.85878,51.91033,52.55091,53.20406,53.62097,2.76219,7.82543,0.59123,0.76926,13.8,6.9165,7.365,7.798,8.252,8.6045,1.688,1.69835,0.06816,0.26108,3.93738,1.53723,1.58164,1.64155,1.72461,1.8562,0.31896,2.62492,0.02438,0.15622,3.47286,2.43147,2.52749,2.61919,2.71278,2.80368,0.37221,0.00487,0.00001,0.00269,0.01621,0.0026,0.00297,0.00375,0.00605,0.00892,0.00632,0.02897,0.00096,0.03096,0.21769,0,0,0.02611,0.04912,0.07229,0.07229
1,6.5,52.51226,0.66943,0.81823,57.50756,51.68761,52.07278,52.35792,52.69481,53.60692,1.9193,7.80594,0.32642,0.57159,12.495,7.29,7.495,7.727,7.979,8.3645,1.0745,1.61962,0.07737,0.27815,3.49261,1.44617,1.48765,1.54013,1.61198,1.86556,0.41939,2.67721,0.01178,0.10856,3.30739,2.56407,2.60736,2.66336,2.7227,2.79352,0.22946,0.003,0,0.001,0.00725,0.002,0.00226,0.00278,0.00343,0.00424,0.00224,0.0303,0.00106,0.0326,0.20287,0,0,0.02507,0.05373,0.07433,0.07433
2,6.5,52.95305,0.72484,0.85142,61.3126,52.33917,52.52707,52.76392,53.07096,53.69446,1.35529,8.03322,0.45584,0.67546,18.64,7.579,7.739,7.923,8.155,8.4825,0.9035,1.66633,0.16153,0.40191,5.29586,1.46762,1.50136,1.5511,1.65808,1.92368,0.45605,2.65129,0.01371,0.11714,3.73488,2.54275,2.58656,2.63233,2.68803,2.76253,0.21979,0.00332,0,0.00145,0.01061,0.00215,0.00244,0.00296,0.00362,0.00523,0.00308,0.02914,0.00096,0.031,0.17921,0,0,0.02572,0.05047,0.07063,0.07063
3,6.5,53.5988,1.08334,1.0409,64.20369,52.76549,53.06201,53.39765,53.85458,54.44978,1.68429,8.37858,0.75129,0.86716,23.02,7.697,7.91,8.231,8.584,9.1095,1.4125,1.81741,0.11915,0.34518,4.91047,1.59243,1.65712,1.74793,1.86707,2.02699,0.43456,2.6491,0.02836,0.16848,3.97641,2.48219,2.53454,2.61507,2.72404,2.84127,0.35907,0.00515,0.00001,0.00331,0.01644,0.00263,0.00304,0.0038,0.00586,0.01067,0.00804,0.03099,0.00113,0.03356,0.19364,0,0,0.02693,0.05193,0.07511,0.07511
1,5.759878419,59.50649,14.85714,3.85539,65.60526,54.27065,57.80889,59.6364,62.39278,64.61614,10.34549,12.49276,8.73772,2.96149,19,8.568,10.906,12.41,14.458,16.66,8.092,1.8722,0.06961,0.26384,2.42404,1.54297,1.73335,1.84261,2.06463,2.24078,0.69782,2.64077,0.01918,0.13874,2.97499,2.47063,2.54273,2.62991,2.72544,2.84525,0.37462,0.0166,0.0007,0.02646,0.10309,0.00309,0.00344,0.00479,0.00902,0.06833,0.06524,0.02204,0.00074,0.02719,0.16835,0,0,0.00503,0.04165,0.05783,0.05783
2,5.659574468,57.97744,4.02722,2.00726,66.00974,55.39248,56.57516,57.9888,59.23366,60.2577,4.86521,10.32797,5.10937,2.26462,21.08,7.988,8.739,9.8685,11.605,13.014,5.026,4.02268,1.07237,1.03558,8.64291,3.07217,3.41585,3.84801,4.28759,5.4001,2.32792,2.84965,0.12784,0.35821,3.74224,2.50326,2.58205,2.70955,3.05474,3.47073,0.96746,0.07983,0.00284,0.05332,0.18162,0.02305,0.03645,0.06183,0.12346,0.16805,0.145,0.01607,0.00038,0.01958,0.08833,0,0,0.00852,0.02839,0.04431,0.04431
3,6.565349544,61.17166,1.69235,1.30121,64.17803,59.60777,60.23635,61.04264,62.06697,63.07716,3.46939,13.03484,1.47128,1.21523,16.37,11.496,12.171,12.98,13.889,14.6895,3.1935,2.15688,0.04009,0.20022,2.57006,1.97693,2.06234,2.15694,2.27091,2.36888,0.39194,2.4441,0.01221,0.11069,2.77922,2.29271,2.37109,2.44549,2.52126,2.58094,0.28823,0.01369,0.00039,0.01978,0.07788,0.0042,0.00454,0.00513,0.00646,0.05278,0.04858,0.02084,0.00071,0.02677,0.11807,0,0,0,0.03769,0.06267,0.06267
4,5.799392097,50.7334,2.16618,1.47214,55.84204,48.99506,49.49251,50.57955,51.80022,52.5682,3.57314,6.0785,0.33617,0.58088,7.852,5.395,5.628,6.024,6.4205,6.895,1.5,1.07213,0.01295,0.11381,1.3404,0.99833,1.0343,1.07644,1.12091,1.16561,0.16728,3.6981,0.05659,0.23833,4.28576,3.37354,3.52484,3.70097,3.86905,4.0163,0.64276,0.0154,0.00016,0.01266,0.05126,0.00356,0.0057,0.01128,0.02062,0.03728,0.03372,0.03866,0.00113,0.03366,0.15933,0,0,0.03597,0.05897,0.08427,0.08427
5,6.070336391,64.22419,1.327,1.15222,66.52568,62.70375,63.30162,64.34341,65.16051,65.59438,2.89063,14.92662,1.73249,1.31871,18.16,13.1285,13.9845,14.986,15.8455,16.65,3.5215,2.14405,0.02897,0.17021,2.43767,1.99262,2.07369,2.15253,2.22972,2.30772,0.3151,2.18369,0.01073,0.10379,2.49543,2.06395,2.11567,2.17242,2.22859,2.3474,0.28344,0.01592,0.00058,0.02418,0.09482,0.00328,0.00416,0.00598,0.00777,0.06332,0.06004,0.02598,0.00084,0.02908,0.1171,0,0,0.02169,0.04653,0.06392,0.06392
6,6.036585366,56.98758,0.43746,0.66156,59.0218,56.14983,56.55852,56.9589,57.37909,57.80674,1.65691,10.16539,0.42004,0.64932,12.076,9.2885,9.727,10.1785,10.605,10.9715,1.683,1.75387,0.01956,0.13986,2.16162,1.65808,1.6986,1.75555,1.80428,1.86893,0.21085,3.01236,0.00966,0.09847,3.28331,2.89199,2.94567,3.01746,3.08045,3.12977,0.23778,0.02523,0.00013,0.01162,0.05007,0.01082,0.01698,0.02509,0.03456,0.0397,0.02888,0.0362,0.00044,0.02108,0.11235,0.01324,0.02028,0.03139,0.04858,0.06727,0.05403
7,4.527777778,47.66313,9.05023,3.00906,56.81234,43.59501,45.38988,47.57796,49.43291,51.57189,7.97688,4.42993,0.67043,0.82033,7.174,3.4675,3.806,4.3205,4.8835,5.5205,2.053,1.23098,0.03134,0.17704,1.61338,1.01711,1.15277,1.25874,1.334,1.4151,0.39799,1.96122,0.04179,0.20481,2.39391,1.66557,1.82332,1.98129,2.12131,2.20041,0.53484,0.02668,0.00054,0.02324,0.10048,0.00808,0.01358,0.01821,0.03065,0.06916,0.06108,0.03515,0.00212,0.04611,0.28286,0,0,0.0256,0.05091,0.08237,0.08237
8,5.812307692,59.75974,9.42464,3.07067,68.28062,55.77715,57.51809,59.63779,61.95903,63.75478,7.97763,12.1728,9.1381,3.02858,25.51,8.868,9.9165,11.6805,13.87,15.792,6.924,4.33817,1.44678,1.20286,8.42486,3.00122,3.51525,4.27752,4.97085,5.81094,2.80972,2.9391,0.01476,0.12172,3.36498,2.79148,2.8523,2.93636,3.01386,3.09385,0.30237,0.03857,0.00023,0.01527,0.07594,0.02223,0.03151,0.03811,0.04572,0.054,0.03177,0.00831,0.00026,0.01604,0.08153,0,0,0,0.01204,0.03106,0.03106
9,5.271341463,35.07105,11.5054,3.39275,49.07005,31.42456,32.64859,34.66702,36.45235,38.95779,7.53322,1.70789,0.65115,0.80845,7.73,1.059,1.2345,1.4815,1.901,2.516,1.457,0.19233,0.13563,0.36829,2.27357,0.00056,0.00982,0.07661,0.17792,0.44951,0.44895,2.1025,0.08139,0.28582,3.13517,1.76949,1.88126,2.082,2.25742,2.48619,0.71671,0.01795,0.00013,0.01136,0.046,0.00723,0.00769,0.01377,0.02681,0.03333,0.02609,0.03421,0.00172,0.04155,0.20593,0,0,0.02169,0.05648,0.09266,0.09266
10,3.960244648,49.95012,2.3167,1.52242,54.24969,48.18419,48.71927,49.73946,50.87267,52.16766,3.98347,6.49093,0.60708,0.78061,9.061,5.6825,5.883,6.295,7.002,7.51,1.8275,1.29931,0.02187,0.14789,1.96214,1.19693,1.23533,1.28834,1.35189,1.42545,0.22851,2.84028,0.04511,0.2128,3.53194,2.57213,2.68305,2.83523,2.96769,3.11568,0.54355,0.01332,0.00017,0.01323,0.05494,0.00362,0.00535,0.00962,0.0126,0.03889,0.03528,0.06194,0.00216,0.04661,0.24866,0,0.02924,0.05598,0.09425,0.1147,0.1147
11,5.452887538,24.73299,8.49291,2.91494,31.41929,20.97061,22.61631,23.98954,27.16155,28.81845,7.84784,0.31713,0.04192,0.20512,1.185,0.1305,0.1665,0.2595,0.405,0.5935,0.463,0.00097,0.00003,0.00526,0.05267,0,0,0,0,0.00012,0.00012,1.9394,0.58636,0.76717,3.98196,1.07419,1.45737,1.89477,2.4191,2.95886,1.88467,0.01363,0.00012,0.01111,0.04321,0.00321,0.00637,0.00879,0.02051,0.03237,0.02916,0.03765,0.00439,0.06637,0.36169,0,0,0.00554,0.04063,0.13349,0.13349
12,4.972307692,45.17187,3.49464,1.86983,51.28468,43.09324,43.82901,44.67047,46.43837,47.84175,4.74851,4.18866,0.47999,0.69411,6.612,3.4565,3.725,4.0395,4.4665,5.086,1.6295,1.3811,0.2187,0.46767,2.68369,1.01484,1.07164,1.18505,1.61506,2.13331,1.11847,2.18105,0.03755,0.19413,2.79246,1.93181,2.06101,2.17684,2.30467,2.42052,0.4887,0.01305,0.00007,0.00832,0.03507,0.00673,0.00734,0.01076,0.01502,0.0281,0.02138,0.02568,0.00087,0.02956,0.18682,0,0,0.01905,0.0455,0.06933,0.06933
13,3.77675841,64.94156,2.87857,1.69703,68.45996,62.68374,63.83429,64.73209,66.2793,67.42252,4.73878,16.57644,3.00505,1.73675,21.2,14.216,15.474,16.76,17.71,18.71,4.494,2.31078,0.06811,0.26099,2.9799,2.08388,2.14377,2.2548,2.51537,2.65237,0.5685,2.58029,0.02812,0.16799,3.12969,2.34643,2.46198,2.58929,2.71007,2.78656,0.44013,0.02255,0.00069,0.02634,0.10299,0.00383,0.00628,0.00966,0.02661,0.07298,0.06915,0.11096,0.00449,0.06712,0.32962,0.04208,0.06622,0.09489,0.1486,0.21005,0.16796
14,3.828746177,49.37364,18.41539,4.29231,58.33376,42.91479,46.22207,49.92778,52.59717,54.89662,11.98182,4.93247,1.69343,1.30375,7.932,3.3025,3.7425,4.884,5.8975,6.8365,3.534,1.12469,0.04473,0.2115,1.51075,0.81338,0.96178,1.17134,1.28299,1.37738,0.564,1.87506,0.04346,0.20887,2.32077,1.6135,1.71551,1.87091,2.0258,2.15643,0.54293,0.02266,0.00039,0.01986,0.09034,0.00906,0.01214,0.01669,0.02126,0.05794,0.04888,0.02726,0.00104,0.03237,0.12294,0,0,0.01639,0.05048,0.07328,0.07328
15,4.969230769,56.89366,8.05161,2.83819,62.19676,52.76214,54.76487,57.41508,59.24237,60.45793,7.69579,7.27491,1.26802,1.12817,11.014,5.651,6.499,7.332,8.0515,8.75,3.099,1.39585,0.03102,0.17613,1.67294,1.2039,1.31733,1.42642,1.49901,1.5646,0.3607,1.40081,0.00805,0.08989,1.78657,1.2865,1.34453,1.39688,1.46089,1.51554,0.22903,0.01629,0.00024,0.01553,0.06804,0.00658,0.00813,0.01022,0.01596,0.04512,0.03854,0.02613,0.0012,0.03471,0.15114,0,0,0,0.04663,0.07474,0.07474
16,3.373860182,54.65922,0.94195,0.97077,56.99039,53.29959,54.01826,54.64652,55.40257,55.94232,2.64274,8.6601,0.31161,0.55926,10.15,7.8875,8.258,8.712,9.069,9.343,1.4555,1.48158,0.01425,0.1194,1.67689,1.3916,1.43482,1.48958,1.54155,1.58098,0.18938,2.42851,0.01601,0.12675,2.68407,2.23167,2.36417,2.44857,2.52051,2.57607,0.3444,0.01263,0.00041,0.02031,0.07875,0.00274,0.00298,0.00338,0.00672,0.05264,0.0499,0.18909,0.00263,0.05139,0.375,0.12076,0.15506,0.1931,0.21951,0.24908,0.12832
17,4.272171254,49.81437,3.7607,1.9397,58.70805,47.82712,48.34885,49.50014,50.78482,52.22021,4.39309,5.53611,0.85856,0.92832,9.639,4.5555,4.844,5.3535,6.009,6.7865,2.231,1.91536,0.0854,0.29223,2.81577,1.58467,1.73361,1.90583,2.07458,2.25945,0.67477,2.01657,0.01031,0.10172,2.4403,1.90035,1.95227,2.00878,2.07269,2.14345,0.2431,0.0205,0.00015,0.01212,0.05192,0.00696,0.01199,0.01793,0.03001,0.03593,0.02898,0.04421,0.00195,0.04424,0.28755,0,0,0.03699,0.06687,0.09561,0.09561
18,4.521341463,44.49505,0.35329,0.59452,47.2426,43.76378,44.04341,44.47313,44.85346,45.27238,1.50861,4.26615,0.10115,0.31863,5.955,3.9145,4.025,4.228,4.4655,4.644,0.7295,0.96885,0.01343,0.11589,1.18866,0.87431,0.92458,0.97661,1.02657,1.07123,0.19693,2.99121,0.02476,0.15766,3.30193,2.78827,2.87408,3.01383,3.10129,3.19359,0.40532,0.01408,0.00014,0.01202,0.05298,0.00519,0.00709,0.01081,0.01375,0.03651,0.03132,0.04382,0.00117,0.03433,0.16355,0,0.0184,0.04081,0.06562,0.09191,0.09191
19,4.592705167,35.95315,0.19791,0.44497,37.64095,35.42013,35.66677,35.93318,36.20401,36.44394,1.02381,1.92654,0.03032,0.17444,2.454,1.7165,1.793,1.9085,2.0485,2.1755,0.459,0.07998,0.00241,0.04905,0.27103,0.02018,0.04258,0.07657,0.10803,0.13817,0.11799,2.24883,0.03729,0.19347,2.72098,2.01493,2.11363,2.22106,2.39372,2.51925,0.50432,0.01565,0.00008,0.00871,0.04505,0.00985,0.01027,0.01428,0.0167,0.02917,0.01932,0.05203,0.00187,0.04328,0.17002,0,0.01337,0.04926,0.08117,0.11713,0.11713
20,4.114197531,53.0428,1.10493,1.0514,55.27991,51.74496,52.12235,53.16376,53.84929,54.47166,2.7267,7.71438,0.38519,0.6218,9.329,6.8745,7.2545,7.707,8.136,8.5395,1.665,1.10369,0.01156,0.10754,1.23682,1.048,1.07811,1.11554,1.14689,1.18023,0.13223,3.42131,0.0245,0.15681,3.74599,3.1926,3.34277,3.44859,3.53463,3.59547,0.40286,0.0137,0.00023,0.01506,0.06244,0.00544,0.00624,0.00708,0.01186,0.04234,0.0369,0.13582,0.00376,0.06143,0.31098,0.05384,0.09552,0.1285,0.17507,0.22147,0.16763
21,3.376899696,36.7152,0.2851,0.53407,37.74073,35.82126,36.3658,36.86508,37.12922,37.28047,1.45921,1.74642,0.02352,0.15365,2.176,1.523,1.629,1.743,1.86,1.9445,0.4215,0.07575,0.00013,0.01134,0.10122,0.06163,0.06976,0.07652,0.08241,0.08857,0.02693,3.2877,0.04426,0.21077,3.72917,2.99985,3.09407,3.33103,3.45466,3.54273,0.54289,0.00565,0.0001,0.01002,0.03624,0.00046,0.00071,0.00093,0.00282,0.02548,0.02502,0.0318,0.00121,0.03483,0.21083,0,0,0.02188,0.05285,0.07793,0.07793
22,4.63190184,38.25892,15.16616,3.89528,52.10483,34.78612,35.83169,36.94922,38.9832,45.09882,10.31271,2.03538,0.69767,0.83683,6.668,1.4425,1.59,1.799,2.0795,2.832,1.3895,0.31026,0.09278,0.3046,1.39355,0.07198,0.12686,0.19509,0.3361,0.85701,0.78503,1.63465,0.03673,0.192,2.22976,1.41721,1.49172,1.6129,1.75977,1.90459,0.48738,0.02492,0.00049,0.02211,0.09294,0.00453,0.00921,0.01699,0.0329,0.05593,0.05141,0.04765,0.00269,0.05198,0.2739,0,0,0.03391,0.07398,0.10831,0.10831
23,4.376899696,55.29689,14.05797,3.75027,67.31584,51.10166,52.90165,54.12893,57.78325,59.98623,8.88457,7.6356,3.48544,1.87043,16.75,5.7825,6.4585,7.2375,8.376,9.58,3.7975,1.45031,0.03913,0.19781,2.36313,1.23469,1.3214,1.45183,1.5556,1.645,0.41031,1.86931,0.08552,0.29298,3.4786,1.66614,1.72481,1.78924,1.90138,2.10117,0.43503,0.02102,0.00033,0.01825,0.07596,0.00594,0.00882,0.01297,0.03042,0.0502,0.04426,0.06973,0.00347,0.05903,0.30094,0,0.0253,0.06188,0.09634,0.14284,0.14284
24,4.009118541,60.27035,6.24914,2.50041,65.40749,56.41784,58.27418,60.78688,61.87395,63.47717,7.05932,10.93338,3.56592,1.8919,19.21,8.716,9.366,10.75,12.017,13.3825,4.6665,1.50033,0.07743,0.27827,2.99725,1.1945,1.39266,1.48395,1.61412,1.7008,0.5063,1.97584,0.04617,0.21527,3.31171,1.72347,1.87794,1.97203,2.07136,2.17726,0.45378,0.02102,0.00031,0.01769,0.07741,0.0095,0.01124,0.01545,0.01957,0.05552,0.04602,0.1841,0.00748,0.08666,0.47082,0.07628,0.11855,0.18333,0.2342,0.30314,0.22686
25,5.201834862,48.55713,1.0435,1.02176,51.60942,47.20836,47.8618,48.43202,49.23096,50.07383,2.86547,5.44583,0.11634,0.34172,6.401,5.0155,5.202,5.4245,5.649,5.8975,0.882,1.14812,0.01169,0.10815,1.32975,1.08953,1.11701,1.15429,1.19458,1.22993,0.1404,2.11182,0.01,0.10021,2.56989,1.99655,2.04174,2.09908,2.17027,2.24739,0.25084,0.01075,0.00021,0.01465,0.05757,0.00309,0.00324,0.0043,0.00651,0.03955,0.03646,0.07189,0.00334,0.05793,0.25676,0,0.02861,0.0643,0.10415,0.15586,0.15586
26,4.361702128,62.7588,17.80426,4.22083,72.84445,58.78803,59.5299,61.19201,65.43208,70.36254,11.57451,14.32571,15.17283,3.91505,23.7,10.8025,11.434,12.498,16.385,21.615,10.8125,0.3757,0.444,0.66636,2.06546,0,0,0.00008,0.33551,1.77536,1.77536,2.0834,0.01528,0.12425,2.47391,1.95944,2.00903,2.05987,2.13705,2.24394,0.2845,0.01484,0.00035,0.0188,0.07641,0.00408,0.00509,0.00577,0.01391,0.05123,0.04715,0.0025,0.00008,0.0092,0.05141,0,0,0,0,0,0
27,4.571865443,41.30858,0.42877,0.65496,44.17707,40.62431,40.81572,41.16741,41.67184,42.17891,1.5546,2.76447,0.08807,0.29732,4.481,2.4815,2.569,2.6855,2.8785,3.1935,0.712,0.746,0.01116,0.10563,1.08824,0.67363,0.70018,0.73843,0.78674,0.84372,0.17009,1.56511,0.03316,0.18243,2.53213,1.40743,1.45581,1.51657,1.62948,1.75173,0.34429,0.00857,0.00014,0.01194,0.04711,0.00209,0.00242,0.00362,0.00552,0.03188,0.02979,0.03149,0.00139,0.03734,0.21864,0,0,0.02383,0.05317,0.07934,0.07934
28,4.613981763,45.73914,0.45455,0.67436,49.12092,44.84949,45.2322,45.73479,46.17322,46.56108,1.71159,3.91498,0.08187,0.28667,6.252,3.616,3.731,3.8885,4.0305,4.246,0.63,1.03137,0.01833,0.13539,1.86104,0.96623,0.99004,1.03033,1.05804,1.08235,0.11613,1.49752,0.0096,0.09817,1.8399,1.3945,1.43004,1.47654,1.54069,1.63125,0.23674,0.01066,0.00022,0.01492,0.05973,0.0021,0.00336,0.00422,0.00747,0.03952,0.03742,0.03302,0.00143,0.0379,0.18673,0,0,0.02145,0.05456,0.08902,0.08902
29,4.390243902,45.17071,0.98684,0.99363,48.92629,43.7241,44.63725,45.08514,45.72763,46.51182,2.78773,3.85034,0.25029,0.50123,6.165,3.359,3.5025,3.7245,4.066,4.554,1.195,0.9975,0.01155,0.10749,1.19409,0.9315,0.96563,0.9983,1.0407,1.0957,0.1642,1.55648,0.03246,0.1805,2.37499,1.41805,1.44632,1.50139,1.5856,1.76056,0.34251,0.01284,0.00021,0.01434,0.05803,0.00299,0.00383,0.00543,0.01833,0.03742,0.03443,0.04199,0.00193,0.044,0.22831,0,0,0.03551,0.06593,0.10402,0.10402
30,2.609090909,40.75477,12.17268,3.48975,49.53105,35.81883,38.30993,41.00636,43.28707,44.99789,9.17906,2.76974,1.07355,1.03806,7.951,1.613,2.0385,2.584,3.2675,4.326,2.713,0.54554,0.15217,0.3901,1.91623,0.0344,0.23278,0.4874,0.80681,1.06679,1.0324,1.67716,0.07247,0.2697,2.7385,1.38447,1.49029,1.62961,1.86234,2.0384,0.65393,0.01514,0.00016,0.01249,0.04537,0.00334,0.00578,0.01052,0.02373,0.03622,0.03288,0.1518,0.00921,0.09614,0.5216,0.03756,0.0806,0.13752,0.20656,0.27811,0.24055
31,4.288753799,51.07345,11.92716,3.45437,61.7975,47.5326,48.61119,50.25731,52.54126,56.26779,8.73519,5.53918,4.02562,2.01015,14.367,3.898,4.267,4.8205,5.967,8.559,4.661,1.56774,0.33073,0.57511,4.03069,1.09479,1.17685,1.36936,1.82272,2.28932,1.19452,1.52633,0.04261,0.2068,2.1591,1.31258,1.37315,1.46978,1.64125,1.84398,0.5314,0.02827,0.0003,0.01725,0.07324,0.00861,0.01229,0.0263,0.04026,0.05095,0.04235,0.06384,0.00553,0.0745,0.43668,0,0,0.04566,0.09394,0.16971,0.16971
32,3.905198777,48.93288,6.81146,2.61048,58.08169,45.85126,46.69722,48.54598,50.84956,52.40528,6.55402,5.06392,1.97592,1.4083,12.486,3.8565,4.1035,4.647,5.688,6.475,2.6185,1.52725,0.42466,0.65168,3.94121,1.06151,1.12898,1.31259,1.61697,2.33625,1.27474,1.71329,0.10618,0.32646,3.47952,1.53953,1.56373,1.60522,1.66947,2.08216,0.54263,0.03048,0.0004,0.02007,0.06411,0.00644,0.0121,0.0271,0.04901,0.05998,0.05355,0.03304,0.00134,0.03663,0.17594,0,0,0.02876,0.056,0.07984,0.07984
33,3.907692308,55.26549,7.04079,2.65406,61.2225,52.35165,52.81715,54.49762,57.37453,59.23549,6.88385,7.64764,1.84287,1.36006,11.369,6.23,6.4895,7.2245,8.556,9.37,3.14,1.48518,0.02455,0.15669,1.81784,1.33858,1.39091,1.45681,1.57958,1.6961,0.35752,1.70756,0.00582,0.07643,1.94243,1.62001,1.65273,1.69119,1.75504,1.82829,0.20828,0.01138,0.00036,0.01889,0.0711,0.00221,0.00246,0.00294,0.00546,0.04887,0.04666,0.03259,0.00106,0.03257,0.14628,0,0,0.02955,0.05534,0.07573,0.07573
34,4.387195122,52.00453,0.85468,0.9247,56.74791,51.05542,51.49002,51.92597,52.35391,52.89957,1.84415,6.48358,0.37371,0.61246,9.29,5.7105,6.1155,6.4635,6.871,7.28,1.5695,1.28578,0.01595,0.12631,1.55199,1.19009,1.25239,1.29055,1.34123,1.39102,0.20093,1.79002,0.00827,0.09113,2.14724,1.68427,1.73144,1.78023,1.84189,1.91009,0.22583,0.01534,0.00026,0.01616,0.06765,0.00542,0.00621,0.00814,0.01755,0.0457,0.04028,0.07794,0.00316,0.0563,0.33561,0,0.03688,0.07151,0.1146,0.145,0.145
35,3.710365854,36.57296,3.49414,1.8697,40.69565,33.78913,35.14102,36.99553,38.01564,38.77568,4.98655,1.85138,0.1134,0.33737,2.767,1.364,1.5735,1.9165,2.088,2.228,0.864,0.29809,0.0425,0.20617,0.69733,0.03554,0.11651,0.25807,0.47227,0.5799,0.54437,1.59398,0.00784,0.08873,1.84272,1.49505,1.53671,1.58999,1.65578,1.71045,0.2154,0.00742,0.00008,0.0089,0.03171,0.00189,0.00232,0.00358,0.00534,0.02507,0.02319,0.05524,0.00306,0.05539,0.37611,0,0,0.04852,0.08318,0.12214,0.12214
